"Category","Occurrence","Action item","Subject","Group","Description","Documentation references","Recommended action","Filtered","Estimated complexity"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 91:104","1700","OGIS_GEOMETRY_COLUMNS.STORAGE_TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.STORAGE_TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 106:120","1700","OGIS_GEOMETRY_COLUMNS.GEOMETRY_TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.GEOMETRY_TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 122:138","1700","OGIS_GEOMETRY_COLUMNS.COORD_DIMENSION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.COORD_DIMENSION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 140:148","1700","OGIS_GEOMETRY_COLUMNS.MAX_PPR","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.MAX_PPR","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 150:155","1700","OGIS_GEOMETRY_COLUMNS.SRID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.SRID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 259:270","1700","OGIS_GEOMETRY_COLUMNS.F_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.F_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 282:295","1700","OGIS_GEOMETRY_COLUMNS.F_TABLE_SCHEMA","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.F_TABLE_SCHEMA","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 368:379","1700","OGIS_GEOMETRY_COLUMNS.F_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.F_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 391:404","1700","OGIS_GEOMETRY_COLUMNS.F_TABLE_SCHEMA","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.F_TABLE_SCHEMA","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 487:498","1700","OGIS_GEOMETRY_COLUMNS.F_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.F_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_GEOMETRY_COLUMNS: 510:523","1700","OGIS_GEOMETRY_COLUMNS.F_TABLE_SCHEMA","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: OGIS_GEOMETRY_COLUMNS.F_TABLE_SCHEMA","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 7:15","1700","SDO_3DTHEMES_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 24:27","1700","SDO_3DTHEMES_TABLE.NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 30:40","1700","SDO_3DTHEMES_TABLE.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 43:52","1700","SDO_3DTHEMES_TABLE.BASE_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.BASE_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 73:84","1700","SDO_3DTHEMES_TABLE.THEME_COLUMN","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.THEME_COLUMN","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 87:98","1700","SDO_3DTHEMES_TABLE.STYLE_COLUMN","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.STYLE_COLUMN","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 101:110","1700","SDO_3DTHEMES_TABLE.THEME_TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.THEME_TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTHEMES: 113:122","1700","SDO_3DTHEMES_TABLE.DEFINITION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTHEMES_TABLE.DEFINITION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 7:15","1700","SDO_3DTXFMS_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 24:27","1700","SDO_3DTXFMS_TABLE.NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 30:40","1700","SDO_3DTXFMS_TABLE.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 43:46","1700","SDO_3DTXFMS_TABLE.TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 49:65","1700","SDO_3DTXFMS_TABLE.AFFINE_PARAMETERS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.AFFINE_PARAMETERS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 68:86","1700","SDO_3DTXFMS_TABLE.COORD_TXFM_SRC_SRID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.COORD_TXFM_SRC_SRID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 89:107","1700","SDO_3DTXFMS_TABLE.COORD_TXFM_TGT_SRID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.COORD_TXFM_TGT_SRID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_3DTXFMS: 110:124","1700","SDO_3DTXFMS_TABLE.TXFM_SERIES_IDS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_3DTXFMS_TABLE.TXFM_SERIES_IDS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_ANIMATIONS: 7:15","1700","SDO_ANIMATIONS_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ANIMATIONS_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_ANIMATIONS: 24:27","1700","SDO_ANIMATIONS_TABLE.NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ANIMATIONS_TABLE.NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_ANIMATIONS: 30:40","1700","SDO_ANIMATIONS_TABLE.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ANIMATIONS_TABLE.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_ANIMATIONS: 42:51","1700","SDO_ANIMATIONS_TABLE.DEFINITION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ANIMATIONS_TABLE.DEFINITION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 7:15","1700","SDO_CACHED_MAPS_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 24:27","1700","SDO_CACHED_MAPS_TABLE.NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 30:40","1700","SDO_CACHED_MAPS_TABLE.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 43:53","1700","SDO_CACHED_MAPS_TABLE.TILES_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.TILES_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 56:64","1700","SDO_CACHED_MAPS_TABLE.IS_ONLINE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.IS_ONLINE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 67:77","1700","SDO_CACHED_MAPS_TABLE.IS_INTERNAL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.IS_INTERNAL","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 80:89","1700","SDO_CACHED_MAPS_TABLE.DEFINITION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.DEFINITION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 92:99","1700","SDO_CACHED_MAPS_TABLE.BASE_MAP","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.BASE_MAP","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_CACHED_MAPS: 102:112","1700","SDO_CACHED_MAPS_TABLE.MAP_ADAPTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_CACHED_MAPS_TABLE.MAP_ADAPTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 8:18","1700","SDO_GEOM_METADATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 35:50","1700","SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 72:88","1700","SDO_GEOM_METADATA_TABLE.SDO_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 111:123","1700","SDO_GEOM_METADATA_TABLE.SDO_DIMINFO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_DIMINFO","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 142:151","1700","SDO_GEOM_METADATA_TABLE.SDO_SRID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_SRID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 222:237","1700","SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 262:272","1700","SDO_GEOM_METADATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 356:366","1700","SDO_GEOM_METADATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 383:398","1700","SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 420:436","1700","SDO_GEOM_METADATA_TABLE.SDO_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 459:471","1700","SDO_GEOM_METADATA_TABLE.SDO_DIMINFO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_DIMINFO","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 490:499","1700","SDO_GEOM_METADATA_TABLE.SDO_SRID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_SRID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 576:591","1700","SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 615:625","1700","SDO_GEOM_METADATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOM_METADATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOM_METADATA: 629:629","1700","{SUBQUERY}.A","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: {SUBQUERY}.A","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 7:15","1700","SDO_GEOR_SYSDATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 47:66","1700","SDO_GEOR_SYSDATA_TABLE.GEORASTER_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.GEORASTER_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 92:112","1700","SDO_GEOR_SYSDATA_TABLE.GEORASTER_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.GEORASTER_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 138:162","1700","SDO_GEOR_SYSDATA_TABLE.GEOR_METADATA_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.GEOR_METADATA_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 193:206","1700","SDO_GEOR_SYSDATA_TABLE.RDT_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.RDT_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 242:250","1700","SDO_GEOR_SYSDATA_TABLE.RASTER_ID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.RASTER_ID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_GEOR_SYSDATA: 286:302","1700","SDO_GEOR_SYSDATA_TABLE.OTHER_TABLE_NAMES","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_GEOR_SYSDATA_TABLE.OTHER_TABLE_NAMES","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 7:21","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 24:37","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 92:106","1700","ALL_SDO_INDEX_METADATA.SDO_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 135:148","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 151:165","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 168:183","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_STATUS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_STATUS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 252:265","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_INFO: 277:291","1700","ALL_SDO_INDEX_METADATA.SDO_INDEX_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: ALL_SDO_INDEX_METADATA.SDO_INDEX_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 7:21","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 24:37","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 48:56","1700","SDO_INDEX_METADATA_TABLE.SDO_LEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_LEVEL","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 59:70","1700","SDO_INDEX_METADATA_TABLE.SDO_NUMTILES","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_NUMTILES","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 73:84","1700","SDO_INDEX_METADATA_TABLE.SDO_MAXLEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_MAXLEVEL","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 87:105","1700","SDO_INDEX_METADATA_TABLE.SDO_COMMIT_INTERVAL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_COMMIT_INTERVAL","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 116:130","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 133:146","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 149:165","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_PRIMARY","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_PRIMARY","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 168:177","1700","SDO_INDEX_METADATA_TABLE.SDO_TSNAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_TSNAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 188:202","1700","SDO_INDEX_METADATA_TABLE.SDO_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 205:220","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_HEIGHT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_HEIGHT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 223:241","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_NUM_NODES","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_NUM_NODES","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 252:275","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_DIMENSIONALITY","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_DIMENSIONALITY","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 278:293","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_FANOUT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_FANOUT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 296:309","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_ROOT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_ROOT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 320:337","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_SEQ_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_SEQ_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 340:353","1700","SDO_INDEX_METADATA_TABLE.SDO_FIXED_META","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_FIXED_META","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 356:369","1700","SDO_INDEX_METADATA_TABLE.SDO_TABLESPACE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_TABLESPACE","null","Try to replace the reference to the object manually.","","Simple"
